"Plot Title: OFF_Sal"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","High Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","Temp, °C (LGR S/N: 20739347, SEN S/N: 20739347)","Specific Conductance, μS/cm (LGR S/N: 20739347)","Coupler Detached (LGR S/N: 20739347)","Coupler Attached (LGR S/N: 20739347)","Host Connected (LGR S/N: 20739347)","Stopped (LGR S/N: 20739347)","End Of File (LGR S/N: 20739347)"
371,07/27/26 11:40:00 AM,0.0,0.0,40.47,,,,,,
372,07/27/26 11:41:00 AM,0.0,0.0,40.47,,,,,,
373,07/27/26 11:42:00 AM,0.0,0.0,40.47,,,,,,
374,07/27/26 11:43:00 AM,0.0,0.0,40.47,,,,,,
375,07/27/26 11:44:00 AM,0.0,0.0,40.47,,,,,,
376,07/27/26 11:45:00 AM,0.0,0.0,40.47,,,,,,
377,07/27/26 11:46:00 AM,0.0,0.0,40.47,,,,,,
378,07/27/26 11:47:00 AM,0.0,0.0,40.47,,,,,,
379,07/27/26 11:48:00 AM,0.0,0.0,40.47,,,,,,
380,07/27/26 11:49:00 AM,0.0,0.0,40.47,,,,,,
381,07/27/26 11:50:00 AM,0.0,0.0,40.47,,,,,,
382,07/27/26 11:51:00 AM,0.0,0.0,40.47,,,,,,
383,07/27/26 11:52:00 AM,0.0,0.0,40.47,,,,,,
384,07/27/26 11:53:00 AM,0.0,0.0,40.47,,,,,,
385,07/27/26 11:54:00 AM,0.0,0.0,40.47,,,,,,
386,07/27/26 11:55:00 AM,0.0,0.0,40.47,,,,,,
387,07/27/26 11:56:00 AM,0.0,0.0,40.47,,,,,,
388,07/27/26 11:57:00 AM,0.0,0.0,40.47,,,,,,
389,07/27/26 11:58:00 AM,0.0,0.0,40.47,,,,,,
390,07/27/26 11:59:00 AM,0.0,0.0,40.47,,,,,,
391,07/27/26 12:00:00 PM,0.0,0.0,40.47,,,,,,
392,07/27/26 12:01:00 PM,0.0,0.0,40.47,,,,,,
393,07/27/26 12:02:00 PM,0.0,0.0,40.47,,,,,,
394,07/27/26 12:03:00 PM,0.0,0.0,40.47,,,,,,
395,07/27/26 12:04:00 PM,0.0,0.0,40.47,,,,,,
396,07/27/26 12:05:00 PM,0.0,0.0,40.47,,,,,,
397,07/27/26 12:06:00 PM,0.0,0.0,40.47,,,,,,
398,07/27/26 12:07:00 PM,0.0,0.0,40.47,,,,,,
399,07/27/26 12:08:00 PM,0.0,0.0,40.47,,,,,,
400,07/27/26 12:09:00 PM,0.0,0.0,40.47,,,,,,
401,07/27/26 12:10:00 PM,0.0,0.0,40.47,,,,,,
402,07/27/26 12:11:00 PM,0.0,0.0,40.47,,,,,,
403,07/27/26 12:12:00 PM,0.0,0.0,40.47,,,,,,
404,07/27/26 12:13:00 PM,0.0,0.0,40.47,,,,,,
405,07/27/26 12:14:00 PM,0.0,0.0,40.47,,,,,,
406,07/27/26 12:15:00 PM,0.0,0.0,40.47,,,,,,
407,07/27/26 12:16:00 PM,0.0,0.0,40.47,,,,,,
408,07/27/26 12:17:00 PM,0.0,0.0,40.47,,,,,,
409,07/27/26 12:18:00 PM,0.0,0.0,40.47,,,,,,
410,07/27/26 12:19:00 PM,0.0,0.0,40.47,,,,,,
411,07/27/26 12:20:00 PM,0.0,0.0,40.47,,,,,,
412,07/27/26 12:21:00 PM,0.0,0.0,40.47,,,,,,
413,07/27/26 12:22:00 PM,0.0,0.0,40.47,,,,,,
414,07/27/26 12:23:00 PM,0.0,0.0,40.47,,,,,,
415,07/27/26 12:24:00 PM,0.0,0.0,40.47,,,,,,
416,07/27/26 12:25:00 PM,0.0,0.0,40.47,,,,,,
417,07/27/26 12:26:00 PM,0.0,0.0,40.47,,,,,,
418,07/27/26 12:27:00 PM,0.0,0.0,40.47,,,,,,
419,07/27/26 12:28:00 PM,0.0,0.0,40.47,,,,,,
420,07/27/26 12:29:00 PM,0.0,0.0,40.47,,,,,,
421,07/27/26 12:30:00 PM,0.0,0.0,40.47,,,,,,
422,07/27/26 12:31:00 PM,899.9,771.2,40.47,,,,,,
423,07/27/26 12:32:00 PM,0.0,0.0,40.47,,,,,,
424,07/27/26 12:33:00 PM,0.0,0.0,40.47,,,,,,
425,07/27/26 12:34:00 PM,0.0,0.0,40.47,,,,,,
426,07/27/26 12:35:00 PM,0.0,0.0,40.47,,,,,,
427,07/27/26 12:36:00 PM,0.0,0.0,40.47,,,,,,
428,07/27/26 12:37:00 PM,0.0,0.0,40.47,,,,,,
429,07/27/26 12:38:00 PM,0.0,0.0,40.47,,,,,,
430,07/27/26 12:39:00 PM,0.0,0.0,40.47,,,,,,
431,07/27/26 12:40:00 PM,0.0,0.0,40.47,,,,,,
432,07/27/26 12:41:00 PM,0.0,0.0,40.47,,,,,,
433,07/27/26 12:42:00 PM,0.0,0.0,40.47,,,,,,
434,07/27/26 12:43:00 PM,0.0,0.0,40.47,,,,,,
435,07/27/26 12:44:00 PM,0.0,0.0,40.47,,,,,,
436,07/27/26 12:45:00 PM,0.0,0.0,40.46,,,,,,
437,07/27/26 12:46:00 PM,0.0,0.0,40.41,,,,,,
438,07/27/26 12:47:00 PM,0.0,0.0,40.41,,,,,,
439,07/27/26 12:48:00 PM,0.0,0.0,40.36,,,,,,
440,07/27/26 12:49:00 PM,0.0,0.0,40.36,,,,,,
441,07/27/26 12:50:00 PM,0.0,0.0,40.33,,,,,,
442,07/27/26 12:51:00 PM,0.0,0.0,40.31,,,,,,
443,07/27/26 12:52:00 PM,0.0,0.0,40.31,,,,,,
444,07/27/26 12:53:00 PM,0.0,0.0,40.28,,,,,,
445,07/27/26 12:54:00 PM,0.0,0.0,40.27,,,,,,
446,07/27/26 12:55:00 PM,0.0,0.0,40.30,,,,,,
447,07/27/26 12:56:00 PM,0.0,0.0,40.33,,,,,,
448,07/27/26 12:57:00 PM,0.0,0.0,40.31,,,,,,
449,07/27/26 12:58:00 PM,0.0,0.0,40.33,,,,,,
450,07/27/26 12:59:00 PM,0.0,0.0,40.34,,,,,,
451,07/27/26 01:00:00 PM,0.0,0.0,40.31,,,,,,
452,07/27/26 01:01:00 PM,0.0,0.0,40.35,,,,,,
453,07/27/26 01:02:00 PM,0.0,0.0,40.34,,,,,,
454,07/27/26 01:03:00 PM,0.0,0.0,40.35,,,,,,
455,07/27/26 01:04:00 PM,0.0,0.0,40.35,,,,,,
456,07/27/26 01:05:00 PM,0.0,0.0,40.36,,,,,,
457,07/27/26 01:06:00 PM,0.0,0.0,40.36,,,,,,
458,07/27/26 01:07:00 PM,0.0,0.0,40.36,,,,,,
459,07/27/26 01:08:00 PM,0.0,0.0,40.38,,,,,,
460,07/27/26 01:09:00 PM,0.0,0.0,40.36,,,,,,
461,07/27/26 01:10:00 PM,0.0,0.0,40.36,,,,,,
462,07/27/26 01:11:00 PM,0.0,0.0,40.35,,,,,,
463,07/27/26 01:12:00 PM,0.0,0.0,40.39,,,,,,
464,07/27/26 01:13:00 PM,0.0,0.0,40.39,,,,,,
465,07/27/26 01:14:00 PM,0.0,0.0,40.40,,,,,,
466,07/27/26 01:15:00 PM,0.0,0.0,40.39,,,,,,
467,07/27/26 01:16:00 PM,0.0,0.0,40.38,,,,,,
468,07/27/26 01:17:00 PM,0.0,0.0,40.36,,,,,,
469,07/27/26 01:18:00 PM,0.0,0.0,40.36,,,,,,
470,07/27/26 01:19:00 PM,0.0,0.0,40.35,,,,,,
471,07/27/26 01:20:00 PM,0.0,0.0,40.39,,,,,,
472,07/27/26 01:21:00 PM,0.0,0.0,40.38,,,,,,
473,07/27/26 01:22:00 PM,0.0,0.0,40.35,,,,,,
474,07/27/26 01:23:00 PM,0.0,0.0,40.40,,,,,,
475,07/27/26 01:24:00 PM,0.0,0.0,40.40,,,,,,
476,07/27/26 01:25:00 PM,0.0,0.0,40.41,,,,,,
477,07/27/26 01:26:00 PM,0.0,0.0,40.44,,,,,,
478,07/27/26 01:27:00 PM,0.0,0.0,40.46,,,,,,
479,07/27/26 01:28:00 PM,0.0,0.0,40.47,,,,,,
480,07/27/26 01:29:00 PM,0.0,0.0,40.47,,,,,,
481,07/27/26 01:30:00 PM,0.0,0.0,40.47,,,,,,
482,07/27/26 01:31:00 PM,0.0,0.0,40.47,,,,,,
483,07/27/26 01:32:00 PM,0.0,0.0,40.47,,,,,,
484,07/27/26 01:33:00 PM,0.0,0.0,40.47,,,,,,
485,07/27/26 01:34:00 PM,0.0,0.0,40.47,,,,,,
486,07/27/26 01:35:00 PM,0.0,0.0,40.47,,,,,,
487,07/27/26 01:36:00 PM,0.0,0.0,40.47,,,,,,
488,07/27/26 01:37:00 PM,0.0,0.0,40.47,,,,,,
489,07/27/26 01:38:00 PM,0.0,0.0,40.47,,,,,,
490,07/27/26 01:39:00 PM,0.0,0.0,40.47,,,,,,
491,07/27/26 01:40:00 PM,0.0,0.0,40.47,,,,,,
492,07/27/26 01:41:00 PM,0.0,0.0,40.47,,,,,,
493,07/27/26 01:42:00 PM,0.0,0.0,40.47,,,,,,
494,07/27/26 01:43:00 PM,0.0,0.0,40.47,,,,,,
495,07/27/26 01:44:00 PM,0.0,0.0,40.47,,,,,,
496,07/27/26 01:45:00 PM,0.0,0.0,40.47,,,,,,
497,07/27/26 01:46:00 PM,0.0,0.0,40.47,,,,,,
498,07/27/26 01:47:00 PM,0.0,0.0,40.47,,,,,,
499,07/27/26 01:48:00 PM,0.0,0.0,40.47,,,,,,
500,07/27/26 01:49:00 PM,0.0,0.0,40.47,,,,,,
501,07/27/26 01:50:00 PM,0.0,0.0,40.47,,,,,,
502,07/27/26 01:51:00 PM,0.0,0.0,40.47,,,,,,
503,07/27/26 01:52:00 PM,0.0,0.0,40.47,,,,,,
504,07/27/26 01:53:00 PM,0.0,0.0,40.47,,,,,,
505,07/27/26 01:54:00 PM,0.0,0.0,40.47,,,,,,
506,07/27/26 01:55:00 PM,0.0,0.0,40.47,,,,,,
507,07/27/26 01:56:00 PM,0.0,0.0,40.47,,,,,,
508,07/27/26 01:57:00 PM,0.0,0.0,40.47,,,,,,
509,07/27/26 01:58:00 PM,0.0,0.0,40.47,,,,,,
510,07/27/26 01:59:00 PM,0.0,0.0,40.47,,,,,,
511,07/27/26 02:00:00 PM,0.0,0.0,40.47,,,,,,
512,07/27/26 02:01:00 PM,0.0,0.0,40.47,,,,,,
513,07/27/26 02:02:00 PM,0.0,0.0,40.47,,,,,,
514,07/27/26 02:03:00 PM,0.0,0.0,40.47,,,,,,
515,07/27/26 02:04:00 PM,0.0,0.0,40.47,,,,,,
516,07/27/26 02:05:00 PM,0.0,0.0,40.47,,,,,,
517,07/27/26 02:06:00 PM,0.0,0.0,40.47,,,,,,
518,07/27/26 02:07:00 PM,0.0,0.0,40.47,,,,,,
519,07/27/26 02:08:00 PM,0.0,0.0,40.47,,,,,,
520,07/27/26 02:09:00 PM,0.0,0.0,40.47,,,,,,
521,07/27/26 02:10:00 PM,0.0,0.0,40.47,,,,,,
522,07/27/26 02:11:00 PM,0.0,0.0,40.47,,,,,,
523,07/27/26 02:12:00 PM,0.0,0.0,40.47,,,,,,
524,07/27/26 02:13:00 PM,0.0,0.0,40.47,,,,,,
525,07/27/26 02:14:00 PM,0.0,0.0,40.47,,,,,,
526,07/27/26 02:15:00 PM,0.0,0.0,40.47,,,,,,
527,07/27/26 02:16:00 PM,0.0,0.0,40.47,,,,,,
528,07/27/26 02:17:00 PM,0.0,0.0,40.47,,,,,,
529,07/27/26 02:18:00 PM,0.0,0.0,40.47,,,,,,
530,07/27/26 02:19:00 PM,0.0,0.0,40.47,,,,,,
531,07/27/26 02:20:00 PM,0.0,0.0,40.47,,,,,,
532,07/27/26 02:21:00 PM,0.0,0.0,40.47,,,,,,
533,07/27/26 02:22:00 PM,0.0,0.0,40.47,,,,,,
534,07/27/26 02:23:00 PM,0.0,0.0,40.47,,,,,,
535,07/27/26 02:24:00 PM,0.0,0.0,40.47,,,,,,
536,07/27/26 02:25:00 PM,0.0,0.0,40.47,,,,,,
537,07/27/26 02:26:00 PM,0.0,0.0,40.47,,,,,,
538,07/27/26 02:27:00 PM,0.0,0.0,40.47,,,,,,
539,07/27/26 02:28:00 PM,0.0,0.0,40.47,,,,,,
540,07/27/26 02:29:00 PM,0.0,0.0,40.47,,,,,,
541,07/27/26 02:30:00 PM,0.0,0.0,40.47,,,,,,
542,07/27/26 02:31:00 PM,0.0,0.0,40.47,,,,,,
543,07/27/26 02:32:00 PM,0.0,0.0,40.47,,,,,,
544,07/27/26 02:33:00 PM,0.0,0.0,40.47,,,,,,
545,07/27/26 02:34:00 PM,0.0,0.0,40.47,,,,,,
546,07/27/26 02:35:00 PM,0.0,0.0,40.47,,,,,,
547,07/27/26 02:36:00 PM,0.0,0.0,40.47,,,,,,
548,07/27/26 02:37:00 PM,0.0,0.0,40.47,,,,,,
549,07/27/26 02:38:00 PM,0.0,0.0,40.47,,,,,,
550,07/27/26 02:39:00 PM,0.0,0.0,40.47,,,,,,
551,07/27/26 02:40:00 PM,0.0,0.0,40.47,,,,,,
552,07/27/26 02:41:00 PM,0.0,0.0,40.47,,,,,,
553,07/27/26 02:42:00 PM,0.0,0.0,40.47,,,,,,
554,07/27/26 02:43:00 PM,0.0,0.0,40.47,,,,,,
555,07/27/26 02:44:00 PM,0.0,0.0,40.47,,,,,,
556,07/27/26 02:45:00 PM,0.0,0.0,40.47,,,,,,
557,07/27/26 02:46:00 PM,0.0,0.0,40.47,,,,,,
558,07/27/26 02:47:00 PM,0.0,0.0,40.47,,,,,,
559,07/27/26 02:48:00 PM,0.0,0.0,40.47,,,,,,
560,07/27/26 02:49:00 PM,0.0,0.0,40.47,,,,,,
561,07/27/26 02:50:00 PM,0.0,0.0,40.47,,,,,,
562,07/27/26 02:50:53 PM,,,,,,Logged,,,
563,07/27/26 02:50:56 PM,,,,,,,Logged,,
564,07/27/26 02:51:00 PM,0.0,0.0,40.47,,,,,,
565,07/27/26 02:51:09 PM,,,,,,,,Logged,Logged
