"Plot Title: OFF_Sal"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","High Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","Temp, °C (LGR S/N: 20739347, SEN S/N: 20739347)","Coupler Detached (LGR S/N: 20739347)","Coupler Attached (LGR S/N: 20739347)","Host Connected (LGR S/N: 20739347)","Stopped (LGR S/N: 20739347)","End Of File (LGR S/N: 20739347)"
916,07/17/26 10:15:00 PM,33489.7,17097.7,40.47,,,,,
917,07/17/26 10:16:00 PM,33489.7,17095.3,40.47,,,,,
918,07/17/26 10:17:00 PM,33489.7,17097.7,40.47,,,,,
919,07/17/26 10:18:00 PM,33489.7,17094.1,40.47,,,,,
920,07/17/26 10:19:00 PM,33489.7,17096.5,40.47,,,,,
921,07/17/26 10:20:00 PM,33489.7,17096.5,40.47,,,,,
922,07/17/26 10:21:00 PM,33489.7,17087.0,40.47,,,,,
923,07/17/26 10:22:00 PM,33489.7,17083.4,40.47,,,,,
924,07/17/26 10:23:00 PM,33489.7,17085.8,40.47,,,,,
925,07/17/26 10:24:00 PM,33489.7,17088.1,40.47,,,,,
926,07/17/26 10:25:00 PM,33489.7,17072.7,40.47,,,,,
927,07/17/26 10:26:00 PM,33489.7,17065.6,40.47,,,,,
928,07/17/26 10:27:00 PM,33489.7,17071.5,40.47,,,,,
929,07/17/26 10:28:00 PM,33489.7,17067.9,40.47,,,,,
930,07/17/26 10:29:00 PM,33489.7,17058.4,40.47,,,,,
931,07/17/26 10:30:00 PM,33489.7,17051.3,40.47,,,,,
932,07/17/26 10:31:00 PM,33489.7,17050.1,40.47,,,,,
933,07/17/26 10:32:00 PM,33489.7,17051.3,40.47,,,,,
934,07/17/26 10:33:00 PM,33489.7,17056.1,40.47,,,,,
935,07/17/26 10:34:00 PM,33489.7,17051.3,40.47,,,,,
936,07/17/26 10:35:00 PM,33489.7,17046.6,40.47,,,,,
937,07/17/26 10:36:00 PM,33489.7,17030.0,40.47,,,,,
938,07/17/26 10:37:00 PM,33489.7,17031.1,40.47,,,,,
939,07/17/26 10:38:00 PM,33489.7,17028.8,40.47,,,,,
940,07/17/26 10:39:00 PM,33489.7,17021.7,40.47,,,,,
941,07/17/26 10:40:00 PM,33489.7,17014.5,40.47,,,,,
942,07/17/26 10:41:00 PM,33489.7,17018.1,40.47,,,,,
943,07/17/26 10:42:00 PM,33489.7,17021.7,40.47,,,,,
944,07/17/26 10:43:00 PM,33489.7,17022.8,40.47,,,,,
945,07/17/26 10:44:00 PM,33489.7,17016.9,40.47,,,,,
946,07/17/26 10:45:00 PM,33489.7,17018.1,40.47,,,,,
947,07/17/26 10:46:00 PM,33489.7,17014.5,40.47,,,,,
948,07/17/26 10:47:00 PM,33489.7,17011.0,40.47,,,,,
949,07/17/26 10:48:00 PM,33489.7,17009.8,40.47,,,,,
950,07/17/26 10:49:00 PM,33489.7,17008.6,40.47,,,,,
951,07/17/26 10:50:00 PM,33489.7,17002.7,40.47,,,,,
952,07/17/26 10:51:00 PM,33489.7,17000.3,40.47,,,,,
953,07/17/26 10:52:00 PM,33489.7,16995.6,40.47,,,,,
954,07/17/26 10:53:00 PM,33489.7,16998.0,40.47,,,,,
955,07/17/26 10:54:00 PM,33489.7,16987.3,40.47,,,,,
956,07/17/26 10:55:00 PM,33489.7,16983.7,40.47,,,,,
957,07/17/26 10:56:00 PM,33489.7,16986.1,40.47,,,,,
958,07/17/26 10:57:00 PM,33489.7,16963.6,40.47,,,,,
959,07/17/26 10:58:00 PM,33489.7,16961.3,40.47,,,,,
960,07/17/26 10:59:00 PM,33489.7,16956.5,40.47,,,,,
961,07/17/26 11:00:00 PM,33489.7,16963.6,40.47,,,,,
962,07/17/26 11:01:00 PM,33489.7,16953.0,40.47,,,,,
963,07/17/26 11:02:00 PM,33489.7,16953.0,40.47,,,,,
964,07/17/26 11:03:00 PM,33489.7,16955.4,40.47,,,,,
965,07/17/26 11:04:00 PM,33489.7,16937.6,40.47,,,,,
966,07/17/26 11:05:00 PM,33489.7,16943.6,40.47,,,,,
967,07/17/26 11:06:00 PM,33489.7,16938.8,40.47,,,,,
968,07/17/26 11:07:00 PM,33489.7,16930.6,40.47,,,,,
969,07/17/26 11:08:00 PM,33489.7,16927.0,40.47,,,,,
970,07/17/26 11:09:00 PM,33489.7,16923.5,40.47,,,,,
971,07/17/26 11:10:00 PM,33489.7,16922.3,40.47,,,,,
972,07/17/26 11:11:00 PM,33489.7,16923.5,40.47,,,,,
973,07/17/26 11:12:00 PM,33489.7,16928.2,40.47,,,,,
974,07/17/26 11:13:00 PM,33489.7,16918.8,40.47,,,,,
975,07/17/26 11:14:00 PM,33489.7,16915.2,40.47,,,,,
976,07/17/26 11:15:00 PM,33489.7,16914.0,40.47,,,,,
977,07/17/26 11:16:00 PM,33489.7,16915.2,40.47,,,,,
978,07/17/26 11:17:00 PM,33489.7,16918.8,40.47,,,,,
979,07/17/26 11:18:00 PM,33489.7,16916.4,40.47,,,,,
980,07/17/26 11:19:00 PM,33489.7,16915.2,40.47,,,,,
981,07/17/26 11:20:00 PM,33489.7,16919.9,40.47,,,,,
982,07/17/26 11:21:00 PM,33489.7,16909.3,40.47,,,,,
983,07/17/26 11:22:00 PM,33489.7,16902.3,40.47,,,,,
984,07/17/26 11:23:00 PM,33489.7,16910.5,40.47,,,,,
985,07/17/26 11:24:00 PM,33489.7,16908.1,40.47,,,,,
986,07/17/26 11:25:00 PM,33489.7,16905.8,40.47,,,,,
987,07/17/26 11:26:00 PM,33489.7,16901.1,40.47,,,,,
988,07/17/26 11:27:00 PM,33489.7,16902.3,40.47,,,,,
989,07/17/26 11:28:00 PM,33489.7,16892.8,40.47,,,,,
990,07/17/26 11:29:00 PM,33489.7,16901.1,40.47,,,,,
991,07/17/26 11:30:00 PM,33489.7,16896.4,40.47,,,,,
992,07/17/26 11:31:00 PM,33489.7,16898.7,40.47,,,,,
993,07/17/26 11:32:00 PM,33489.7,16894.0,40.47,,,,,
994,07/17/26 11:33:00 PM,33489.7,16894.0,40.47,,,,,
995,07/17/26 11:34:00 PM,33489.7,16901.1,40.47,,,,,
996,07/17/26 11:35:00 PM,33489.7,16892.8,40.47,,,,,
997,07/17/26 11:36:00 PM,33489.7,16901.1,40.47,,,,,
998,07/17/26 11:37:00 PM,33489.7,16894.0,40.47,,,,,
999,07/17/26 11:38:00 PM,33489.7,16895.2,40.47,,,,,
1000,07/17/26 11:39:00 PM,33489.7,16884.6,40.47,,,,,
1001,07/17/26 11:40:00 PM,33489.7,16886.9,40.47,,,,,
1002,07/17/26 11:41:00 PM,33489.7,16879.9,40.47,,,,,
1003,07/17/26 11:42:00 PM,33489.7,16881.0,40.47,,,,,
1004,07/17/26 11:43:00 PM,33489.7,16884.6,40.47,,,,,
1005,07/17/26 11:44:00 PM,33489.7,16886.9,40.47,,,,,
1006,07/17/26 11:45:00 PM,33489.7,16882.2,40.47,,,,,
1007,07/17/26 11:46:00 PM,33489.7,16870.4,40.47,,,,,
1008,07/17/26 11:47:00 PM,33489.7,16878.7,40.47,,,,,
1009,07/17/26 11:48:00 PM,33489.7,16877.5,40.47,,,,,
1010,07/17/26 11:49:00 PM,33489.7,16871.6,40.47,,,,,
1011,07/17/26 11:50:00 PM,33489.7,16874.0,40.47,,,,,
1012,07/17/26 11:51:00 PM,33489.7,16870.4,40.47,,,,,
1013,07/17/26 11:52:00 PM,33489.7,16872.8,40.47,,,,,
1014,07/17/26 11:53:00 PM,33489.7,16872.8,40.47,,,,,
1015,07/17/26 11:54:00 PM,33489.7,16864.6,40.47,,,,,
1016,07/17/26 11:55:00 PM,33489.7,16866.9,40.47,,,,,
1017,07/17/26 11:56:00 PM,33489.7,16868.1,40.47,,,,,
1018,07/17/26 11:57:00 PM,33489.7,16854.0,40.47,,,,,
1019,07/17/26 11:58:00 PM,33489.7,16850.4,40.47,,,,,
1020,07/17/26 11:59:00 PM,33489.7,16852.8,40.47,,,,,
1021,07/18/26 12:00:00 AM,33489.7,16851.6,40.47,,,,,
1022,07/18/26 12:01:00 AM,33489.7,16850.4,40.47,,,,,
1023,07/18/26 12:02:00 AM,33489.7,16850.4,40.47,,,,,
1024,07/18/26 12:03:00 AM,33489.7,16849.3,40.47,,,,,
1025,07/18/26 12:04:00 AM,33489.7,16851.6,40.47,,,,,
1026,07/18/26 12:05:00 AM,33489.7,16852.8,40.47,,,,,
1027,07/18/26 12:06:00 AM,33489.7,16841.0,40.47,,,,,
1028,07/18/26 12:07:00 AM,33489.7,16849.3,40.47,,,,,
1029,07/18/26 12:08:00 AM,33489.7,16850.4,40.47,,,,,
1030,07/18/26 12:09:00 AM,33489.7,16845.7,40.47,,,,,
1031,07/18/26 12:10:00 AM,33489.7,16842.2,40.47,,,,,
1032,07/18/26 12:11:00 AM,33489.7,16846.9,40.47,,,,,
1033,07/18/26 12:12:00 AM,33489.7,16842.2,40.47,,,,,
1034,07/18/26 12:13:00 AM,33489.7,16845.7,40.47,,,,,
1035,07/18/26 12:14:00 AM,33489.7,16844.6,40.47,,,,,
1036,07/18/26 12:15:00 AM,33489.7,16842.2,40.47,,,,,
1037,07/18/26 12:16:00 AM,33489.7,16845.7,40.47,,,,,
1038,07/18/26 12:17:00 AM,33489.7,16843.4,40.47,,,,,
1039,07/18/26 12:18:00 AM,33489.7,16844.6,40.47,,,,,
1040,07/18/26 12:19:00 AM,33489.7,16844.6,40.47,,,,,
1041,07/18/26 12:20:00 AM,33489.7,16834.0,40.47,,,,,
1042,07/18/26 12:21:00 AM,33489.7,16831.6,40.47,,,,,
1043,07/18/26 12:22:00 AM,33489.7,16830.5,40.47,,,,,
1044,07/18/26 12:23:00 AM,33489.7,16834.0,40.47,,,,,
1045,07/18/26 12:24:00 AM,33489.7,16828.1,40.47,,,,,
1046,07/18/26 12:25:00 AM,33489.7,16834.0,40.47,,,,,
1047,07/18/26 12:26:00 AM,33489.7,16828.1,40.47,,,,,
1048,07/18/26 12:27:00 AM,33489.7,16823.4,40.47,,,,,
1049,07/18/26 12:28:00 AM,33489.7,16818.7,40.47,,,,,
1050,07/18/26 12:29:00 AM,33489.7,16823.4,40.47,,,,,
1051,07/18/26 12:30:00 AM,33489.7,16815.2,40.47,,,,,
1052,07/18/26 12:31:00 AM,33489.7,16811.7,40.47,,,,,
1053,07/18/26 12:32:00 AM,33489.7,16816.4,40.47,,,,,
1054,07/18/26 12:33:00 AM,33489.7,16816.4,40.47,,,,,
1055,07/18/26 12:34:00 AM,33489.7,16718.0,40.47,,,,,
1056,07/18/26 12:35:00 AM,33489.7,16732.0,40.47,,,,,
1057,07/18/26 12:36:00 AM,33489.7,16521.4,40.47,,,,,
1058,07/18/26 12:37:00 AM,33489.7,16446.3,40.47,,,,,
1059,07/18/26 12:38:00 AM,33489.7,16542.2,40.47,,,,,
1060,07/18/26 12:39:00 AM,33489.7,16692.3,40.47,,,,,
1061,07/18/26 12:40:00 AM,33489.7,16653.8,40.47,,,,,
1062,07/18/26 12:41:00 AM,33489.7,16642.2,40.47,,,,,
1063,07/18/26 12:42:00 AM,33489.7,16684.1,40.47,,,,,
1064,07/18/26 12:43:00 AM,33489.7,16682.9,40.47,,,,,
1065,07/18/26 12:44:00 AM,33489.7,16700.5,40.47,,,,,
1066,07/18/26 12:45:00 AM,33489.7,16688.8,40.47,,,,,
1067,07/18/26 12:46:00 AM,33489.7,16630.5,40.47,,,,,
1068,07/18/26 12:47:00 AM,33489.7,16581.7,40.47,,,,,
1069,07/18/26 12:48:00 AM,33489.7,16682.9,40.47,,,,,
1070,07/18/26 12:49:00 AM,33489.7,16601.4,40.47,,,,,
1071,07/18/26 12:50:00 AM,33489.7,16677.1,40.47,,,,,
1072,07/18/26 12:51:00 AM,33489.7,16686.4,40.47,,,,,
1073,07/18/26 12:52:00 AM,33489.7,16704.0,40.47,,,,,
1074,07/18/26 12:53:00 AM,33489.7,16702.8,40.47,,,,,
1075,07/18/26 12:54:00 AM,33489.7,16705.1,40.47,,,,,
1076,07/18/26 12:55:00 AM,33489.7,16687.6,40.47,,,,,
1077,07/18/26 12:56:00 AM,33489.7,16684.1,40.47,,,,,
1078,07/18/26 12:57:00 AM,33489.7,16681.8,40.47,,,,,
1079,07/18/26 12:58:00 AM,33489.7,16648.0,40.47,,,,,
1080,07/18/26 12:59:00 AM,33489.7,16629.3,40.47,,,,,
1081,07/18/26 01:00:00 AM,33489.7,16645.6,40.47,,,,,
1082,07/18/26 01:01:00 AM,33489.7,16657.3,40.47,,,,,
1083,07/18/26 01:02:00 AM,33489.7,16653.8,40.47,,,,,
1084,07/18/26 01:03:00 AM,33489.7,16643.3,40.47,,,,,
1085,07/18/26 01:04:00 AM,33489.7,16606.1,40.47,,,,,
1086,07/18/26 01:05:00 AM,33489.7,16656.1,40.47,,,,,
1087,07/18/26 01:06:00 AM,33489.7,16617.7,40.47,,,,,
1088,07/18/26 01:07:00 AM,33489.7,16579.4,40.47,,,,,
1089,07/18/26 01:08:00 AM,33489.7,16615.4,40.47,,,,,
1090,07/18/26 01:09:00 AM,33489.7,16603.8,40.47,,,,,
1091,07/18/26 01:10:00 AM,33489.7,16610.7,40.47,,,,,
1092,07/18/26 01:11:00 AM,33489.7,16580.5,40.47,,,,,
1093,07/18/26 01:12:00 AM,33489.7,16600.3,40.47,,,,,
1094,07/18/26 01:13:00 AM,33489.7,16586.3,40.47,,,,,
1095,07/18/26 01:14:00 AM,33489.7,16553.8,40.47,,,,,
1096,07/18/26 01:15:00 AM,33489.7,16520.2,40.47,,,,,
1097,07/18/26 01:16:00 AM,33489.7,16531.8,40.47,,,,,
1098,07/18/26 01:17:00 AM,33489.7,16585.2,40.47,,,,,
1099,07/18/26 01:18:00 AM,33489.7,16587.5,40.47,,,,,
1100,07/18/26 01:19:00 AM,33489.7,16614.2,40.47,,,,,
1101,07/18/26 01:20:00 AM,33489.7,16596.8,40.47,,,,,
1102,07/18/26 01:21:00 AM,33489.7,16572.4,40.47,,,,,
1103,07/18/26 01:22:00 AM,33489.7,16666.6,40.47,,,,,
1104,07/18/26 01:23:00 AM,33489.7,16512.1,40.47,,,,,
1105,07/18/26 01:24:00 AM,33489.7,16484.4,40.47,,,,,
1106,07/18/26 01:25:00 AM,33489.7,16550.4,40.47,,,,,
1107,07/18/26 01:26:00 AM,33489.7,16486.7,40.47,,,,,
1108,07/18/26 01:27:00 AM,33489.7,16482.1,40.47,,,,,
1109,07/18/26 01:28:00 AM,33489.7,16435.9,40.47,,,,,
1110,07/18/26 01:29:00 AM,33489.7,16581.7,40.47,,,,,
1111,07/18/26 01:30:00 AM,33489.7,16379.4,40.47,,,,,
1112,07/18/26 01:31:00 AM,33489.7,16401.3,40.47,,,,,
1113,07/18/26 01:32:00 AM,33489.7,16549.2,40.47,,,,,
1114,07/18/26 01:33:00 AM,33489.7,16489.0,40.47,,,,,
1115,07/18/26 01:34:00 AM,33489.7,16558.5,40.47,,,,,
1116,07/18/26 01:35:00 AM,33489.7,16535.3,40.47,,,,,
1117,07/18/26 01:36:00 AM,33489.7,16634.0,40.47,,,,,
1118,07/18/26 01:37:00 AM,33489.7,16629.3,40.47,,,,,
1119,07/18/26 01:38:00 AM,33489.7,16643.3,40.47,,,,,
1120,07/18/26 01:39:00 AM,33489.7,16660.8,40.47,,,,,
1121,07/18/26 01:40:00 AM,33489.7,16658.5,40.47,,,,,
1122,07/18/26 01:41:00 AM,33489.7,16652.6,40.47,,,,,
1123,07/18/26 01:42:00 AM,33489.7,16657.3,40.47,,,,,
1124,07/18/26 01:43:00 AM,33489.7,16650.3,40.47,,,,,
1125,07/18/26 01:44:00 AM,33489.7,16658.5,40.47,,,,,
1126,07/18/26 01:45:00 AM,33489.7,16648.0,40.47,,,,,
1127,07/18/26 01:46:00 AM,33489.7,16651.5,40.47,,,,,
1128,07/18/26 01:47:00 AM,33489.7,16631.7,40.47,,,,,
1129,07/18/26 01:48:00 AM,33489.7,16665.5,40.47,,,,,
1130,07/18/26 01:49:00 AM,33489.7,16589.8,40.47,,,,,
1131,07/18/26 01:50:00 AM,33489.7,16663.1,40.47,,,,,
1132,07/18/26 01:51:00 AM,33489.7,16642.2,40.47,,,,,
1133,07/18/26 01:52:00 AM,33489.7,16671.3,40.47,,,,,
1134,07/18/26 01:53:00 AM,33489.7,16663.1,40.47,,,,,
1135,07/18/26 01:54:00 AM,33489.7,16651.5,40.47,,,,,
1136,07/18/26 01:55:00 AM,33489.7,16664.3,40.47,,,,,
1137,07/18/26 01:56:00 AM,33489.7,16649.1,40.47,,,,,
1138,07/18/26 01:57:00 AM,33489.7,16655.0,40.47,,,,,
1139,07/18/26 01:58:00 AM,33489.7,16658.5,40.47,,,,,
1140,07/18/26 01:59:00 AM,33489.7,16655.0,40.47,,,,,
1141,07/18/26 02:00:00 AM,33489.7,16645.6,40.47,,,,,
1142,07/18/26 02:01:00 AM,33489.7,16673.6,40.47,,,,,
1143,07/18/26 02:02:00 AM,33489.7,16664.3,40.47,,,,,
1144,07/18/26 02:03:00 AM,33489.7,16665.5,40.47,,,,,
1145,07/18/26 02:04:00 AM,33489.7,16584.0,40.47,,,,,
1146,07/18/26 02:05:00 AM,33489.7,16609.6,40.47,,,,,
1147,07/18/26 02:06:00 AM,33489.7,16634.0,40.47,,,,,
1148,07/18/26 02:07:00 AM,33489.7,16649.1,40.47,,,,,
1149,07/18/26 02:08:00 AM,33489.7,16494.8,40.47,,,,,
1150,07/18/26 02:09:00 AM,33489.7,16465.9,40.47,,,,,
1151,07/18/26 02:10:00 AM,33489.7,16437.0,40.47,,,,,
1152,07/18/26 02:11:00 AM,33489.7,16677.1,40.47,,,,,
1153,07/18/26 02:12:00 AM,33489.7,16636.3,40.47,,,,,
1154,07/18/26 02:13:00 AM,33489.7,16559.6,40.47,,,,,
1155,07/18/26 02:14:00 AM,33489.7,16559.6,40.47,,,,,
1156,07/18/26 02:15:00 AM,33489.7,16562.0,40.47,,,,,
1157,07/18/26 02:16:00 AM,33489.7,16563.1,40.47,,,,,
1158,07/18/26 02:17:00 AM,33489.7,16558.5,40.47,,,,,
1159,07/18/26 02:18:00 AM,33489.7,16657.3,40.47,,,,,
1160,07/18/26 02:19:00 AM,33489.7,16549.2,40.47,,,,,
1161,07/18/26 02:20:00 AM,33489.7,16664.3,40.47,,,,,
1162,07/18/26 02:21:00 AM,33489.7,16651.5,40.47,,,,,
1163,07/18/26 02:22:00 AM,33489.7,16660.8,40.47,,,,,
1164,07/18/26 02:23:00 AM,33489.7,16658.5,40.47,,,,,
1165,07/18/26 02:24:00 AM,33489.7,16656.1,40.47,,,,,
1166,07/18/26 02:25:00 AM,33489.7,16639.8,40.47,,,,,
1167,07/18/26 02:26:00 AM,33489.7,16652.6,40.47,,,,,
1168,07/18/26 02:27:00 AM,33489.7,16653.8,40.47,,,,,
1169,07/18/26 02:28:00 AM,33489.7,16642.2,40.47,,,,,
1170,07/18/26 02:29:00 AM,33489.7,16657.3,40.47,,,,,
1171,07/18/26 02:30:00 AM,33489.7,16631.7,40.47,,,,,
1172,07/18/26 02:31:00 AM,33489.7,16657.3,40.47,,,,,
1173,07/18/26 02:32:00 AM,33489.7,16648.0,40.47,,,,,
1174,07/18/26 02:33:00 AM,33489.7,16638.7,40.47,,,,,
1175,07/18/26 02:34:00 AM,33489.7,16644.5,40.47,,,,,
1176,07/18/26 02:35:00 AM,33489.7,16656.1,40.47,,,,,
1177,07/18/26 02:36:00 AM,33489.7,16669.0,40.47,,,,,
1178,07/18/26 02:37:00 AM,33489.7,16665.5,40.47,,,,,
1179,07/18/26 02:38:00 AM,33489.7,16665.5,40.47,,,,,
1180,07/18/26 02:39:00 AM,33489.7,16669.0,40.47,,,,,
1181,07/18/26 02:40:00 AM,33489.7,16670.1,40.47,,,,,
1182,07/18/26 02:41:00 AM,33489.7,16667.8,40.47,,,,,
1183,07/18/26 02:42:00 AM,33489.7,16663.1,40.47,,,,,
1184,07/18/26 02:43:00 AM,33489.7,16665.5,40.47,,,,,
1185,07/18/26 02:44:00 AM,33489.7,16660.8,40.47,,,,,
1186,07/18/26 02:45:00 AM,33489.7,16660.8,40.47,,,,,
1187,07/18/26 02:46:00 AM,33489.7,16655.0,40.47,,,,,
1188,07/18/26 02:47:00 AM,33489.7,16662.0,40.47,,,,,
1189,07/18/26 02:48:00 AM,33489.7,16588.7,40.47,,,,,
1190,07/18/26 02:49:00 AM,33489.7,16651.5,40.47,,,,,
1191,07/18/26 02:50:00 AM,33489.7,16651.5,40.47,,,,,
1192,07/18/26 02:51:00 AM,33489.7,16648.0,40.47,,,,,
1193,07/18/26 02:52:00 AM,33489.7,16659.6,40.47,,,,,
1194,07/18/26 02:53:00 AM,33489.7,16628.2,40.47,,,,,
1195,07/18/26 02:54:00 AM,33489.7,16580.5,40.47,,,,,
1196,07/18/26 02:55:00 AM,33489.7,16632.8,40.47,,,,,
1197,07/18/26 02:56:00 AM,33489.7,16655.0,40.47,,,,,
1198,07/18/26 02:57:00 AM,33489.7,16641.0,40.47,,,,,
1199,07/18/26 02:58:00 AM,33489.7,16667.8,40.47,,,,,
1200,07/18/26 02:59:00 AM,33489.7,16657.3,40.47,,,,,
1201,07/18/26 03:00:00 AM,33489.7,16645.6,40.47,,,,,
1202,07/18/26 03:01:00 AM,33489.7,16653.8,40.47,,,,,
1203,07/18/26 03:02:00 AM,33489.7,16652.6,40.47,,,,,
1204,07/18/26 03:03:00 AM,33489.7,16665.5,40.47,,,,,
1205,07/18/26 03:04:00 AM,33489.7,16656.1,40.47,,,,,
1206,07/18/26 03:05:00 AM,33489.7,16659.6,40.47,,,,,
1207,07/18/26 03:06:00 AM,33489.7,16662.0,40.47,,,,,
1208,07/18/26 03:07:00 AM,33489.7,16650.3,40.47,,,,,
1209,07/18/26 03:08:00 AM,33489.7,16662.0,40.47,,,,,
1210,07/18/26 03:09:00 AM,33489.7,16651.5,40.47,,,,,
1211,07/18/26 03:10:00 AM,33489.7,16652.6,40.47,,,,,
1212,07/18/26 03:11:00 AM,33489.7,16628.2,40.47,,,,,
1213,07/18/26 03:12:00 AM,33489.7,16643.3,40.47,,,,,
1214,07/18/26 03:13:00 AM,33489.7,16645.6,40.47,,,,,
1215,07/18/26 03:14:00 AM,33489.7,16664.3,40.47,,,,,
1216,07/18/26 03:15:00 AM,33489.7,16656.1,40.47,,,,,
1217,07/18/26 03:16:00 AM,33489.7,16650.3,40.47,,,,,
1218,07/18/26 03:17:00 AM,33489.7,16669.0,40.47,,,,,
1219,07/18/26 03:18:00 AM,33489.7,16650.3,40.47,,,,,
1220,07/18/26 03:19:00 AM,33489.7,16664.3,40.47,,,,,
1221,07/18/26 03:20:00 AM,33489.7,16639.8,40.47,,,,,
1222,07/18/26 03:21:00 AM,33489.7,16656.1,40.47,,,,,
1223,07/18/26 03:22:00 AM,33489.7,16655.0,40.47,,,,,
1224,07/18/26 03:23:00 AM,33489.7,16638.7,40.47,,,,,
1225,07/18/26 03:24:00 AM,33489.7,16656.1,40.47,,,,,
1226,07/18/26 03:25:00 AM,33489.7,16664.3,40.47,,,,,
1227,07/18/26 03:26:00 AM,33489.7,16655.0,40.47,,,,,
1228,07/18/26 03:27:00 AM,33489.7,16663.1,40.47,,,,,
1229,07/18/26 03:28:00 AM,33489.7,16635.2,40.47,,,,,
1230,07/18/26 03:29:00 AM,33489.7,16671.3,40.47,,,,,
1231,07/18/26 03:30:00 AM,33489.7,16665.5,40.47,,,,,
1232,07/18/26 03:31:00 AM,33489.7,16635.2,40.47,,,,,
1233,07/18/26 03:32:00 AM,33489.7,16666.6,40.47,,,,,
1234,07/18/26 03:33:00 AM,33489.7,16660.8,40.47,,,,,
1235,07/18/26 03:34:00 AM,33489.7,16662.0,40.47,,,,,
1236,07/18/26 03:35:00 AM,33489.7,16680.6,40.47,,,,,
1237,07/18/26 03:36:00 AM,33489.7,16686.4,40.47,,,,,
1238,07/18/26 03:37:00 AM,33489.7,16688.8,40.47,,,,,
1239,07/18/26 03:38:00 AM,33489.7,16658.5,40.47,,,,,
1240,07/18/26 03:39:00 AM,33489.7,16687.6,40.47,,,,,
1241,07/18/26 03:40:00 AM,33489.7,16681.8,40.47,,,,,
1242,07/18/26 03:41:00 AM,33489.7,16689.9,40.47,,,,,
1243,07/18/26 03:42:00 AM,33489.7,16693.4,40.47,,,,,
1244,07/18/26 03:43:00 AM,33489.7,16694.6,40.47,,,,,
1245,07/18/26 03:44:00 AM,33489.7,16692.3,40.47,,,,,
1246,07/18/26 03:45:00 AM,33489.7,16698.1,40.47,,,,,
1247,07/18/26 03:46:00 AM,33489.7,16689.9,40.47,,,,,
1248,07/18/26 03:47:00 AM,33489.7,16698.1,40.47,,,,,
1249,07/18/26 03:48:00 AM,33489.7,16693.4,40.47,,,,,
1250,07/18/26 03:49:00 AM,33489.7,16699.3,40.47,,,,,
1251,07/18/26 03:50:00 AM,33489.7,16701.6,40.47,,,,,
1252,07/18/26 03:51:00 AM,33489.7,16692.3,40.47,,,,,
1253,07/18/26 03:52:00 AM,33489.7,16695.8,40.47,,,,,
1254,07/18/26 03:53:00 AM,33489.7,16699.3,40.47,,,,,
1255,07/18/26 03:54:00 AM,33489.7,16681.8,40.47,,,,,
1256,07/18/26 03:55:00 AM,33489.7,16697.0,40.47,,,,,
1257,07/18/26 03:56:00 AM,33489.7,16680.6,40.47,,,,,
1258,07/18/26 03:57:00 AM,33489.7,16699.3,40.47,,,,,
1259,07/18/26 03:58:00 AM,33489.7,16694.6,40.47,,,,,
1260,07/18/26 03:59:00 AM,33489.7,16689.9,40.47,,,,,
1261,07/18/26 04:00:00 AM,33489.7,16698.1,40.47,,,,,
1262,07/18/26 04:01:00 AM,33489.7,16697.0,40.47,,,,,
1263,07/18/26 04:02:00 AM,33489.7,16693.4,40.47,,,,,
1264,07/18/26 04:03:00 AM,33489.7,16701.6,40.47,,,,,
1265,07/18/26 04:04:00 AM,33489.7,16689.9,40.47,,,,,
1266,07/18/26 04:05:00 AM,33489.7,16688.8,40.47,,,,,
1267,07/18/26 04:06:00 AM,33489.7,16688.8,40.47,,,,,
1268,07/18/26 04:07:00 AM,33489.7,16687.6,40.47,,,,,
1269,07/18/26 04:08:00 AM,33489.7,16698.1,40.47,,,,,
1270,07/18/26 04:09:00 AM,33489.7,16692.3,40.47,,,,,
1271,07/18/26 04:10:00 AM,33489.7,16693.4,40.47,,,,,
1272,07/18/26 04:11:00 AM,33489.7,16691.1,40.47,,,,,
1273,07/18/26 04:12:00 AM,33489.7,16694.6,40.47,,,,,
1274,07/18/26 04:13:00 AM,33489.7,16689.9,40.47,,,,,
1275,07/18/26 04:14:00 AM,33489.7,16695.8,40.47,,,,,
1276,07/18/26 04:15:00 AM,33489.7,16693.4,40.47,,,,,
1277,07/18/26 04:16:00 AM,33489.7,16698.1,40.47,,,,,
1278,07/18/26 04:17:00 AM,33489.7,16692.3,40.47,,,,,
1279,07/18/26 04:18:00 AM,33489.7,16692.3,40.47,,,,,
1280,07/18/26 04:19:00 AM,33489.7,16684.1,40.47,,,,,
1281,07/18/26 04:20:00 AM,33489.7,16707.5,40.47,,,,,
1282,07/18/26 04:21:00 AM,33489.7,16675.9,40.47,,,,,
1283,07/18/26 04:22:00 AM,33489.7,16709.8,40.47,,,,,
1284,07/18/26 04:23:00 AM,33489.7,16705.1,40.47,,,,,
1285,07/18/26 04:24:00 AM,33489.7,16722.7,40.47,,,,,
1286,07/18/26 04:25:00 AM,33489.7,16728.5,40.47,,,,,
1287,07/18/26 04:26:00 AM,33489.7,16722.7,40.47,,,,,
1288,07/18/26 04:27:00 AM,33489.7,16735.5,40.47,,,,,
1289,07/18/26 04:28:00 AM,33489.7,16707.5,40.47,,,,,
